id,title,text,weight,excerpt
85,"I died for beauty, but was scarce","I died for beauty, but was scarce
Adjusted in the tomb,
When one who died for truth was lain
In an adjoining room.

He questioned softly why I failed?
""For beauty,"" I replied.
""And I for truth, â the two are one;
We brethren are,"" he said.

And so, as kinsmen met a night,
We talked between the rooms,
Until the moss had reached our lips,
And covered up our names.",0.9713537385805077,"I died for beauty, but was scarce / Adjusted in the tomb,"
16,"To fight aloud is very brave,","To fight aloud is very brave,
But gallanter, I know,
Who charge within the bosom,
The cavalry of woe.

Who win, and nations do not see,
Who fall, and none observe,
Whose dying eyes no country
Regards with patriot love.

We trust, in plumed procession,
For such the angels go,
Rank after rank, with even feet
And uniforms of snow.",0.9683900141019859,"To fight aloud is very brave, / But gallanter, I know,"
27,MINE.,"
Mine by the right of the white election!
Mine by the royal seal!
Mine by the sign in the scarlet prison
Bars cannot conceal!

Mine, here in vision and in veto!
Mine, by the grave's repeal
Titled, confirmed, â delirious charter!
Mine, while the ages steal!",0.9660489477174246,Mine by the right of the white election! / Mine by the royal seal!
343,WITH A FLOWER.,"
When roses cease to bloom, dear,
   And violets are done,
When bumble-bees in solemn flight
   Have passed beyond the sun,

The hand that paused to gather
   Upon this summer's day
Will idle lie, in Auburn, â
   Then take my flower, pray!",0.9660485064788707,"When roses cease to bloom, dear, /    And violets are done,"
93,PLAYMATES.,"
God permits industrious angels
Afternoons to play.
I met one, â forgot my school-mates,
All, for him, straightway.

God calls home the angels promptly
At the setting sun;
I missed mine. How dreary marbles,
After playing Crown!",0.9647431218926081,God permits industrious angels / Afternoons to play.
427,DEAD.,"
There's something quieter than sleep
   Within this inner room!
It wears a sprig upon its breast,
   And will not tell its name.

Some touch it and some kiss it,
   Some chafe its idle hand;
It has a simple gravity
   I do not understand!

While simple-hearted neighbors
   Chat of the 'early dead,'
We, prone to periphrasis,
   Remark that birds have fled!",0.9647426824601728,There's something quieter than sleep /    Within this inner room!
114,"I shall know why, when time is over,","I shall know why, when time is over,
And I have ceased to wonder why;
Christ will explain each separate anguish
In the fair schoolroom of the sky.

He will tell me what Peter promised,
And I, for wonder at his woe,
I shall forget the drop of anguish
That scalds me now, that scalds me now.",0.9583323103445214,"I shall know why, when time is over, / And I have ceased to wonder why;"
328,THE PAST.,"
The past is such a curious creature,
   To look her in the face
A transport may reward us,
   Or a disgrace.

Unarmed if any meet her,
   I charge him, fly!
Her rusty ammunition
   Might yet reply!",0.9517517737049414,"The past is such a curious creature, /    To look her in the face"
12,"I asked no other thing,","I asked no other thing,
No other was denied.
I offered Being for it;
The mighty merchant smiled.

Brazil? He twirled a button,
Without a glance my way:
""But, madam, is there nothing else
That we can show to-day?""",0.9490733365346621,"I asked no other thing, / No other was denied."
410,Immortal is an ample word,"Immortal is an ample word
   When what we need is by,
But when it leaves us for a time,
   'T is a necessity.

Of heaven above the firmest proof
   We fundamental know,
Except for its marauding hand,
   It had been heaven below.",0.9490729672336213,"Immortal is an ample word /    When what we need is by,"
438,"We never know we go, â when we are going","We never know we go, â when we are going
   We jest and shut the door;
Fate following behind us bolts it,
   And we accost no more.",0.9490729617939752,"We never know we go, â when we are going /    We jest and shut the door;"
288,Heaven is what I cannot reach!,"Heaven is what I cannot reach!
   The apple on the tree,
Provided it do hopeless hang,
   That 'heaven' is, to me.

The color on the cruising cloud,
   The interdicted ground
Behind the hill, the house behind, â
   There Paradise is found!",0.9490727788037046,"Heaven is what I cannot reach! /    The apple on the tree,"
349,I've got an arrow here;,"I've got an arrow here;
   Loving the hand that sent it,
I the dart revere.

Fell, they will say, in 'skirmish'!
   Vanquished, my soul will know,
By but a simple arrow
   Sped by an archer's bow.",0.9427074121826344,"I've got an arrow here; /    Loving the hand that sent it,"
25,"Belshazzar had a letter, â","Belshazzar had a letter, â
He never had but one;
Belshazzar's correspondent
Concluded and begun
In that immortal copy
The conscience of us all
Can read without its glasses
On revelation's wall.",0.9345226589811808,"Belshazzar had a letter, â / He never had but one;"
143,Experiment to me,"Experiment to me
Is every one I meet.
If it contain a kernel?
The figure of a nut

Presents upon a tree,
Equally plausibly;
But meat within is requisite,
To squirrels and to me.",0.9294853682500132,Experiment to me / Is every one I meet.
281,POEMS,"by EMILY DICKINSON
Third Series

Edited by

MABEL LOOMIS TODD

It's all I have to bring to-day,
   This, and my heart beside,
This, and my heart, and all the fields,
   And all the meadows wide.
Be sure you count, should I forget, â
   Some one the sum could tell, â
This, and my heart, and all the bees
   Which in the clover dwell.

PREFACE.

The intellectual activity of Emily Dickinson was so great that a large and characteristic choice is still possible among her literary material, and this third volume of her verses is put forth in response to the repeated wish of the admirers of her peculiar genius. Much of Emily Dickinson's prose was rhythmic, âeven rhymed, though frequently not set apart in lines.

Also many verses, written as such, were sent to friends in letters; these were published in 1894, in the volumes of her Letters. It has not been necessary, however, to include them in this Series, and all have been omitted, except three or four exceptionally strong ones, as ""A Book,"" and ""With Flowers.""

There is internal evidence that many of the poems were simply spontaneous flashes of insight, apparently unrelated to outward circumstance. Others, however, had an obvious personal origin; for example, the verses ""I had a Guinea golden,"" which seem to have been sent to some friend travelling in Europe, as a dainty reminder of letter-writing delinquencies. The surroundings in which any of Emily Dickinson's verses are known to have been written usually serve to explain them clearly; but in general the present volume is full of thoughts needing no interpretation to those who apprehend this scintillating spirit.

    M. L. T.

AMHERST, October, 1896.

I. LIFE.",0.5610633769611973,by EMILY DICKINSON / Third Series
